Comment;Statement/No statement;;;;;
O(∩_∩)O und Hackmannhasstaudi:<br>Ihr zwei geht davon aus, dass das was Patti hat keine Krankheit ist. Ist urteilt darüber ob es etwas geben kann, dass ihr beide nicht selbst erfahren habt und tut so als wüsstet ihr besser darüber Bescheid, was diese Person fühlt, als die Person selbst. <br>Ich kann doch auch nicht zu nem Krebskranken sagen, ja hast Pech gehabt. Find dich damit ab, dass du Krebs hast, dann bekommst du auch keine Depressionen. Ich weiß doch da überhaupt nicht was in der Person vor sich geht. (Mir ist klar, das Krebs ein extremes Beispiel ist, aber ich wollte etwas wählen, bei dem vielleicht auch ihr 2 nicht abstreiten könnt, dass es eine Krankheit ist und man sich das nicht aussucht, wie eben auch hier.);0;;;;;
abc def abc def Solche OPs werden meines Wissens nach nicht in herkömmlichen Krankenhäusern durchgeführt, sondern von speziell dafür ausgebildeten Chirurgen und auch nicht in Krankenhäusern die für Tumore oder Notoperationen zuständig sind. Ein Chirurg ist schließlich nicht gleich Chirurg. Das ganze ist eine geplante Operation, dadurch werden also keine Notfallpatienten und dringenden Operationen benachteiligt und es fehlt auch kein Chirurg bei bedürftigen Menschen. Zudem gibt es nur wenige Transgender OPs, es wird also kaum nennenswert Platz weg genommen. Die Krankenkasse bezahlt so etwas auch nicht immer, genau wie bei anderen Patienten. Da stört also überhaupt nichts.;1;;;;;
abc def Mal ganz davon abgesehen, wenn die Krankenkassen nicht die Transgender OP bezahlen würden, würde das nicht automatisch bedeuten das die sie deine genannten schwerkranken Patienten auf einmal bezahlen. Geld hat die Krankenkasse außerdem genug, die Transgender würden also auch keinen anderen Patienten das Geld wegnehmen. Warum die Krankenkassen schwerkranke Patienten nicht immer unterstützen ist mir auch ein Rätsel und auch eine ziemliche Sauerei, aber es deswegen Transgendern  nicht zu erlauben geht auch nicht.;1;;;;;
O(∩_∩)O Tja, die Mehrheit in Deutschland bestimmt wo dein Geld hingeht. Du nicht. Wenn es dir nicht passt, dann wander aus.<br>Du hast wahrscheinlich keine Ahnung was Depression und gefangen im falschen Körper sein bedeutet. Wenn du ein männliches Ich hättest, ein Gehirn was auf männlich Sein von der Psyche her ausgerichtet ist, du aber einen Frauenkörper hättest was würdest du dann machen? Oder besitzt du keine Empathie?;1;;;;;
"Ganz schön arrogant von dir, du sagst:<br>&quot;Ihr zwei geht davon aus, dass das was Patti hat keine Krankheit ist. Ist urteilt darüber ob es etwas geben kann, dass ihr beide nicht selbst erfahren habt und tut so als wüsstet ihr besser darüber Bescheid, was diese Person fühlt, als die Person selbst. &quot;<br><br>Zeigst mit dem Finger auf andere und urteilst im gleichen Atemzug selbst über etwas dass du nicht erfahren hast. Mao, Stalin, Erdolf und Hitler hätten deine Einstellung aber sicher gemocht, mit dieser Attitüde kann man ja jeden mundtot machen. Patti sagt er hätte eine Krankheit, es kann auch durchaus sein dass er das selber glaubt, aber dadurch ist es immer noch keine Tatsache.<br><br>Ich habe während des Studium jahrelang Krebskranke mit Medikamenten beliefert und sehr viele verschieden Menschen kennen gelernt die alle anders damit umgegangen sind, Kinder, junge Menschen, alte Menschen alle sozialen Schichten. Die meisten die ich kennen gelernt habe sind innerhalb weniger Monate gestorben, mit den meisten habe ich mich angefreundet, oft waren der Pflegedienst und ich die einzigen Menschen die die betroffenen überhaupt zu Gesicht bekommen haben. Da hat man natürlich mal einen Kaffee getrunken und sich unterhalten.<br><br>Und ja, ich würde jedem empfehlen sich damit abzufinden dass man bald tot ist bzw tot sein könnte und Anstatt im Selbstmitleid zu versinken lieber die letzten tage, Wochen, Monate genießt. Das gilt aber auch für gesunde Menschen, ein Unfall kann immer passieren.<br><br>Der Vergleicht hinkt sehr weil Krebskranke Angst vor dem Tod haben sie wollen weiterleben sie klammern. <br>Im Vergleich dazu hat der Körperlich gesund Patti nur ein Luxusbedürfnis nach einer &quot;Schönheits-OP&quot; auf kosten der gesetzlich Versicherten.<br>Ansonsten würde keiner eine Therapie mache die dafür sorgt dass du nicht ein paar Monate in Würde lebst bis du stirbst sonder dafür dass du mehrere Jahre lang leidest und langsam dahinsiechst, schon das öffnen der Haustür ist für viele so belastend und antrengend dass sie sich danach erst mal minutenlang erholen müssen. Ich habe es nur einmal erlebt dass ich die Ausstattung abholen musste weil jemand gesund wurde.<br><br>Mit diesem Wissen würde ich je nach Krebsart und Heilungsaussichten lieber den schnelleren Tod wählen aber das ist eine andere Geschichte.";1;;;;;
Hackmannhasstaudi Hackmannhasstaudi Weißt du was lustig ist? Das deine Aussage genauso Adolf, Mao, Stalin und Co gefallen würde, denn du hast das genauso nicht erlebt. Und gerade deswegen sollte man diesen Menschen diese Freiheit gewähren, denn wir wissen es nicht. <br>Und für diese Menschen ist dies kein Luxusbedürfnis, eher etwas was ihr Leben erträglich macht. Zumindest wenn man ihren Aussagen glauben schenkt. <br><br>Als ich noch jung war hab ich auch immer an Depressionen gezweifelt und konnte mir so etwas nicht vorstellen. Doch dann hab ich sie selbst bekommen, durch eine physische Ursache, nicht psychisch. Den selben Fehler mach ich nicht nochmal. Deine Aussage ist Adolf und Co meiner Meinung deutlich näher, da du die Freiheit einschränken willst, ich lasse sie gewähren.<br><br>Zusammen gefasst: Wenn wir nicht wissen, ob Transgender krank sind oder nicht, dann sollten man diesen Menschen ihre  Freiheit lassen. Zumindest wenn sie andere Menschen dadurch nicht verletzen oder gefährden und das ist bei Transgendern nicht der Fall, bei anderen Krankheiten durchaus schon. Denn so ist ihre Krankheit oder was auch immer geheilt und sie können ein schöneres Leben führen. Diese Freiheit ist Diktatoren ferner als es geht. <br>Meine Meinung.;1;;;;;
Die Taten der Diktatoren sind Fakten belegt durch ihr eigenes handeln. Der Vergleich hinkt also. Patti kann nur erzählen aber nicht direkt handeln.<br>Klar wenn es ihm wichtig gewesen wäre hätte er es aus eigener Tasche bezahlen können, damit wären wohl alle zufrieden.<br><br>Auch bleibt es weiterhin ein Luxusbedürfnis da der gute alte Patti nun mal nicht körperlich eingeschränkt war, also bevor er sich auf kosten der Allgemeinheit verkrüppeln ließ natürlich.<br><br>Wenn ich morgen feststelle dass ich im falschen Körper lebe würde ich mir denken scheiß rauf, Pech gehabt, habe ich halt ein anderes Geschlecht anstatt mich zu einer Witzfigur und Karikatur der anderen Geschlechts verstümmeln zu lassen.<br><br>Als Kind wollte ich immer Astronaut werden, ich leide so sehr darunter, die gesetzliche Krankenskasse muss mir einen Flug ins Weltall bezahlen um mein leiden zu lindern, es ist mein Recht, keiner kann wissen wie sehr ich unter meiner Krankheit leider, argh. ich gehe mich jetzt wieder in den Schlaf weinen.;1;;;;;
Hackmannhasstaudi <br> Erstens: die Krankenkasse bezahlt so etwas oft nicht. Das Geld kommt meist von Petitionen oder es muss privat bezahlt werden. <br>Zweitens: Es gibt nur sehr wenige Transgender. Alleine im Jahr 2014 sollen es ein paar hundert in Deutschland gewesen sein. Seit 2001 gab nicht mal 3000 Fälle. Die Kosten fallen also kaum ins Gewicht. Die Mehrheit in Deutschland hat nichts dagegen, dass die Krankenkasse diese OP bezahlt. Also musst du zahlen oder Deutschland verlassen.<br>3. Ich verstehe ehrlich gesagt nicht wie du meine Meinung mit Diktatoren vergleichen kannst, ich bin für Freiheit und du willst die Freiheit einschränken, indem du Transgender OPs verbietest....Sinn?<br>Dadurch das du sie als er bezeichnest scheinst du ihr nicht mal ihr neues Geschlecht anzuerkennen. Also “hinkt“ dein Vergleich am meisten.<br>4. Ein Reisewunsch ist keine anerkannte Krankheit bzw Störung und nicht mit einer Geschlechtsumwandlung zu vergleichen, da Transgender Patienten nicht mal kurz an einem Morgen aufwachen und sich im falschen Körper fühlen, sondern seitdem sie existieren dieses Gefühl haben. Das Ganze stellt eine massive Belastung für Betroffene dar, zumindest mach ihren Aussagen.<br>Bei deiner seltsamen Reisewunschkrankheit gibt es eine hohe Missbrauchsgefahr, da sich jeder als krank ausgeben könnte um kostenlos in den Urlaub zu fahren. Doch eine Transgender OP missbrauchen, so etwas geht wohl kaum, da keiner aus Spaß an seinem Körper eine Operation durchführen lassen würde. Auch nach der OP ist der Patient noch belastet und eingeschränkt, zum Beispiel wegen der Narkose, den Medikamenten une Co. Wer würde so etwas ohne Grund machen? <br>Die ganze OP an sich ist anstrengend auch die Umstellung im Leben mit den Verwandten und was es da alles gibt, es bedeutet also einen Haufen Arbeit und Stress --geringe Missbrauchsgefahr, da so gut wie nur wirklich Betroffene das Ganze durchziehen würden.<br>Deine Reisewunschkrankheit lässt sich also nicht auch nur ansatzweise mit gefangen im falschen Körper sein vergleichen.;1;;;;;
"1. Die gesetzliche Krankenkasse hat alle Kosten übernommen, das wurde im eigentlichen Beitrag erwähnt.<br><br>Die Mehrheit in Deutschland hat nichts dagegen, dass die Krankenkasse diese OP bezahlt<br><br>Das ist ja interessant, kannst du das auch irgendwie beweisen. natürlich wisen wir beide dass du das nicht kannst weil es eine glatte Lüge ist.<br><br>2. Der Patti ist kein Transgender sondern ein Mann, er hatt alle männlichen geschlechtsmerkmale und sicher auch den dazugehörigen Chromosomensatz.<br><br>3. Bitte was? Op´s verbieten? Das habe ich zu keinem Zeitpunkt gesagt, die sollen nur die kosten für  medizinisch unnötige &quot;Schönheitsoperationen&quot; selber zahlen. kannst du bitte mal sinnvoll erklären wie du auf solche absurde Schlussfolgerungen kommst? Natürlich erkenne ich sein Geschlecht nicht an, weil er ein Mann ist. <br><br>4.Wieso kommst du schon wieder mit diesem Transgender-Müll? Patti ist ein Mann, EIN MANN, und jetzt eben ein verstümmelter Mann aber er wird immer ein Mann bleiben.<br>Es gibt sogar sehr viele Menschen die zum Spaß Operationen an sich ausführen lassen, die plastische Chirurgie boomt nach wie vor, ob Brustvergrößerung, Po-vergrößerung, Fett absaugen, Nasen-Op oder was auch immer.";1;;;;;
"Hi, Hackmannhasstaudi!
<br>Anders als Schönheits-OPs, sucht man sich sein Geschlecht nicht selber aus. Und bei einer lang ersehnten und vor allem freiwillig gewählten GeschlechtsANgleichung kann wohl kaum von Verstümmelung die Rede sein. Selbstentfaltung trifft&#39;s eher.";1;;;;;
"&quot;Anders als Schönheits-OPs, sucht man sich sein Geschlecht nicht selber aus.&quot;<br><br>Genau darum geht es doch, dass ein Mann, im Körper eines Mannes sich lieber das weibliche Geschlecht aussucht und deshalb so ein Riesen-Aufriss veranstaltet wird. Würde er sich sein Geschlecht tatsächlich nicht aussuchen wäre alles in Ordnung.<br><br>Jetzt wird versucht einem Mann den Anschein einer Frau zu geben, eine einzige Maskerade. Ich gehe mal davon aus dass er körperlich gesund war, also fällt es mir schwer das zerstören intakter Körperregionen und das absolut unnatürlich umwandeln in den optischen Anschein eines weiblichen Genital nicht als Verstümmelung zu betrachten.<br><br>Natürlich ist die Verstümmelung selbst gewählt, was denn sonst? Nur mussten den Preis dafür andere zahlen.<br><br>Mich erinnert das hier eher an die Southparkfolge mit der plastischen Chirurgie in der Kyles vater ein Delphin wird, bzw versucht den Anschein eines Delphins zu erwecken.<br><br>Wenn er das unbedingt will soll er arbeiten Geld sparen und die OP durchführen lassen. Jeder hat Träume, jedoch müssen die meisten sich diese selbst erfüllen.<br><br>Man sieht ja im Beitrag wie er die Aufmerksamkeit genießt, darum geht es doch eigentlich, er hat zum einen eine rechtfertigung für alles weil er ja so am dran ist und kann diese Opferrolle vor einem breiten Publikum ausleben und in ein paar Jahren wenn diese Phase bei ihm vorbei ist wird er sich ganz schön abfucken dass er jetzt so aussieht wie er nun mal aussieht. Dann ist es natürlich zu spät.";1;;;;;
nPlatin wenn es dich doch eh nichts angeht, warum denkst du darüber überhaupt nach ? Merkst was ?!;0;;;;;
Hackmannhasstaudi und du stänkerst nur Rum. Wenn du unzufrieden mit dir selbst bist , geh ne Runde schaukeln, möglichst nah an der Wand , vielleicht rutscht das bisschen Hirn noch gerade .;0;;;;;
@julien<br><br>Wer redet denn mit dir? Welche Dreistigkeit anderen den Mund verbieten zu wollen weil das gesagte deinem Gusto nicht entspricht. <br><br>Sorry aber ich gehe nicht mehr schaukeln, wünsche dir aber viel Spaß.;0;;;;;
DEEMON ist auch hier HAHAHA;0;;;;;
"deemon, ich werde mir mal die zeit nehmen, dir deine frage zu den kommentaren zu beantworten.<br>1. der man ist keine frau und wird auch nie eine sein.<br>2. der hat keine vagina und wird auch nie eine haben. alles was der hat ist ein loch im körper, mehr nicht.<br>3. die wenigsten zuschauer werden ein problem damit haben, wenn sich jemand einen traum erfüllt.<br>wenn dieser traum aber darin besteht, sich seinen eigenen, persöhnlichen sexuellen wahnvorstellungen hinzugeben ist das für einen persöhnlich vielleicht in ordnung. und das kann ich zumindest hinnehmen.<br>4. aaaber, das bedeutet nunmal nicht das dieser jemand das recht hat, mit seinem schwanz (oder &quot;wagina&quot; mit w) in der hand vor meiner nase rumzuwedeln, oder vor den nasen meiner kinder.<br><br>zusammenfassend kann ich also sagen. wenn der kerl meint er müsse sich amputieren und verstümmeln, nur um seiner kranken fantasie nachzugehen, kann er das gerne tun. er kann auch erwarten, das ich das hinnehme.<br>er kann aber nicht erwarten, das ich den blödsinn mitmache.  der ist keine frau und wird auch nie eine sein.<br><br>es wäre wohl besser gewesen für den man, er hätte sich in profesionelle behandlung begeben.<br>er hätte lernen können seinen körper zu akzeptieren, das seine vorstellungen fantasien sind, die er seit seiner kindheit mit sich herumschleppt. dieses zerstörerische gedankengut konnte bei dem man wohl jahrzehntelang unbehandelt wuchern. dem jetzt beizukommen wäre wohl extrem schwer gewesen, aber bestimmt nicht unmöglich.<br>alles was der man verdient, ist unser mitleid. aber diese kranke fantasie unterstützen und fördern?  mit sicherheit nicht. diese leute sind ernsthaft krank und sie werden nicht angemessen therapiert. das ist das armutszeugnis unserer gesellschaft. ein trauriges ergebnis.";0;;;;;
"+print Hunters<br>1. Und was geht das DICH an, wie sich Patti innerlich definiert und die, die sie lieben?<br>2. Was geht das Dich an?<br>3. Kann es sein, dass Du von dem Thema mal so gar keine Ahnung hast?<br>4. Zitat Deinerseits: &quot; aaaber, das bedeutet nunmal nicht das dieser jemand das recht hat, mit seinem schwanz (oder &quot;wagina&quot; mit w) in der hand vor meiner nase rumzuwedeln, oder vor den nasen meiner kinder.&quot;<br><br>Dazu meine Frage: <br>Was bist Du denn für eine miese Type, hier so einen Satz - so einen dreckig abgefuckten Zusammenhang zu konstruieren?<br><br>Der Rest Deines Geschwafels zeigt noch einmal, wie schon in meiner Antwort zu Punkt 3 beschrieben, dass Du ja mal so überhaupt keinen Plan hast, wovon Du da faselst.<br><br>Und auch an Dich, hab es dem Hackmetthirn woanders auch schon mal geschrieben: <br>Wir sind nicht von Deiner Meinung oder Deinem Wohlwollen abhängig. Wenn Du damit ein Problem hast, dann ist das allein Deins. <br>Aber vielleicht ist das ja therapierbar, viel Spaß damit!";0;;;;;
"+Hackmannsgedöns<br>Na Dich scheint das Thema ja richtig zu beschäftigen! Richtig, ging Dir ja um Deine immens steigenden Krankenkassenkosten. Hast Du nun mal recherchiert, um wie viel sie wg. Transgendern steigen?<br>Und Du benutzt auch weiterhin standhaft &quot;er&quot; und &quot;ihn&quot;, gleichgültig wie Patti sich sieht oder die, die sie lieben. <br>Was bist du nur für ein weiser und beeindruckender &quot;Mann&quot;!<br><br>Du kannst ja ruhig weiter so tun, als ob es Dir hier um irgendwelche Kosten ginge. <br>Du bist einfach ein intoleranter, komplett empathieloser Mensch und das ist auch ok, wenn dies Dein Weg ist, der Dich glücklich macht. Unsere Gesellschaft muss halt auch Typen wie Dich verkraften.<br>Allerdings könnte Dich eine Therapie auch weiterbringen, denk mal drüber nach … kann nicht schaden.";q;;;;;
DeeMon  Was geht dich das an was andere Menschen ūber jemanden schreibt ?!;0;;;;;
Also bitte.. was heisst hier es geht niemanden ws an? Dann muss sie sich ja nicht filmen lassen...;0;;;;;
Weil ihr so hirngewaschen seid, dass ihr psychisch kranke Menschen für ihre Amputationen feiert. Ich warte auf den Tag an dem ihr hier Borderline Mädels für ihre riz Narben bewundert und mehrere Persönlichkeiten als vielfalt und selbstbestimmung lobt. Diese Menschen werden nieh ihr Ziel ereichen... immer die nächste Op noch und dann wird alles besser...nö irgendwie nicht...  dann halt dies und das noch....auch nicht😕...usw<br>Und ihr bestärkt sie in dem und seid somit mit verantwortlich für das leid.;0;;;;;
